#{"t_start": 1752135760.0059714, "env_id": "None"}
2.83643,10,358.445559
2.366798,10,358.788048
2.796631,10,359.237793
2.967794,10,359.558725
3.248406,10,359.985645
2.586686,10,360.324549
2.356283,10,360.549619
2.419559,10,360.776811
3.072999,10,360.992193
2.64908,10,361.20859
2.948458,10,361.473252
3.333254,10,361.742637
2.870376,10,361.992394
2.148834,10,362.361931
2.233626,10,362.706761
2.110733,10,363.122902
2.083268,10,363.489067
2.635247,10,363.901082
3.341312,10,364.321997
2.877184,10,364.687499
2.356065,10,364.977633
3.047757,10,365.373512
2.881947,10,365.816705
3.117316,10,366.234075
2.691332,10,366.608284
2.27906,10,366.9783
2.839589,10,367.432134
2.856462,10,367.844143
2.972588,10,368.149956
3.649237,10,368.784858
2.045242,10,369.502197
2.425037,10,370.15885
2.944053,10,370.800053
3.719503,10,371.457656
2.606497,10,372.046086
2.761268,10,372.740581
3.001209,10,373.358572
2.91861,10,373.983475
2.68435,10,374.694565
3.659755,10,375.313797
1.797479,10,376.016285
2.832317,10,376.72405
2.171433,10,377.378636
3.112231,10,378.028708
2.840263,10,378.697606
2.346746,10,379.362447
3.959726,10,380.038672
2.455121,10,380.706753
3.204327,10,381.326977
3.157707,10,382.047
3.335032,10,382.816893
2.577566,10,383.547351
3.378324,10,384.203136
3.043909,10,384.902116
2.376563,10,385.632414
2.348423,10,386.332389
2.671605,10,387.01976
2.622029,10,387.741
2.894036,10,388.418272
3.166317,10,389.164305
2.981958,10,389.551115
2.543658,10,389.873234
1.888071,10,390.170557
3.879697,10,390.455022
2.868679,10,390.747871
2.090835,10,391.052671
3.61075,10,391.481172
2.371787,10,392.221361
3.403749,10,392.945301
3.491605,10,393.721426
2.082205,10,394.493179
2.385285,10,395.224739
2.849396,10,396.011823
2.565646,10,396.788241
2.751623,10,397.597727
3.14133,10,398.308582
3.153011,10,398.972523
3.281405,10,399.690508
2.3915,10,400.364348
3.450575,10,400.986945
2.687277,10,401.60026
2.966009,10,402.320166
3.534884,10,402.974908
3.069129,10,403.612496
2.457713,10,404.363364
2.386496,10,404.916132
2.897172,10,405.511471
3.357424,10,406.238596
3.647793,10,406.910376
3.363671,10,407.588767
2.840195,10,408.298933
3.58107,10,408.919183
2.350265,10,409.576525
3.448768,10,410.294769
2.810528,10,410.930958
2.983765,10,411.61746
3.208044,10,412.343737
1.849265,10,413.023968
2.806305,10,413.723656
2.360854,10,414.355181
2.341749,10,414.943685
2.609714,10,415.498368
3.165493,10,415.959532
2.852148,10,416.484876
2.863886,10,417.102744
3.353526,10,417.740434
2.631358,10,418.329483
2.830447,10,418.996623
3.667866,10,419.656641
2.832727,10,420.347852
2.115531,10,421.006866
3.211615,10,421.676158
2.359795,10,422.337757
2.35848,10,423.028713
2.847515,10,423.701106
2.451546,10,424.366556
2.168208,10,425.00231
3.658291,10,425.643939
3.46353,10,426.231027
2.602933,10,426.879886
3.091749,10,427.487902
2.679427,10,428.144265
2.748299,10,428.802823
3.059501,10,429.433429
3.385687,10,430.05391
2.415141,10,430.730351
2.926016,10,431.460412
2.072621,10,432.18794
2.888662,10,432.831792
3.196501,10,433.557027
2.404693,10,434.21688
2.273504,10,434.882403
3.36095,10,435.549797
3.204853,10,436.200567
3.097338,10,436.828564
2.412117,10,437.460158
2.783177,10,438.058279
3.971614,10,438.71457
2.690654,10,439.367631
1.833362,10,439.998878
2.87196,10,440.680226
3.454418,10,441.331562
2.52208,10,441.957738
2.555664,10,442.575487
2.918399,10,443.232093
3.285171,10,443.892577
2.455839,10,444.538677
3.215491,10,445.144161
2.921895,10,445.770407
2.70048,10,446.455599
2.865337,10,447.12074
2.53361,10,447.72194
2.674524,10,448.392591
3.133024,10,449.040888
3.371986,10,449.672843
2.414757,10,450.327417
1.890802,10,451.034407
3.656298,10,451.605906
2.888902,10,452.315337
2.909848,10,452.829689
3.695806,10,453.384242
2.35686,10,454.009176
1.836094,10,454.604647
4.002563,10,455.195741
2.357997,10,455.812305
4.459575,10,456.448425
3.192805,10,456.981755
2.858062,10,457.567889
3.050584,10,458.147212
2.159221,10,458.768084
4.262948,10,459.371422
2.903643,10,459.977837
3.219544,10,460.612149
2.688783,10,461.231699
3.000814,10,461.800788
2.696732,10,462.391528
2.691831,10,462.96826
2.732868,10,463.561301
2.070896,10,464.171535
1.847212,10,464.734908
2.369755,10,465.314769
2.793092,10,465.919637
2.610667,10,466.44067
3.393309,10,467.085108
2.87358,10,467.710796
2.344996,10,468.326522
2.640604,10,468.941332
2.265362,10,469.53611
3.146686,10,470.133925
2.722908,10,470.748418
2.605867,10,471.283766
4.020768,10,471.880089
3.851058,10,472.444746
4.177599,10,473.006156
2.323843,10,473.580643
3.344779,10,474.145773
3.05714,10,474.783111
2.39208,10,475.498072
2.600789,10,476.050817
3.379321,10,476.624554
3.333469,10,477.216637
2.56025,10,477.87973
2.29751,10,478.531235
2.162117,10,479.131927
3.314907,10,479.813332
3.529008,10,480.450092
2.854255,10,481.05752
2.366116,10,481.712016
2.592822,10,482.294404
2.925701,10,482.939315
2.562503,10,483.622736
3.459456,10,484.218892
2.895725,10,484.857171
3.872427,10,485.435636
3.376743,10,485.957403
2.179881,10,486.507935
2.602435,10,487.042798
3.666661,10,487.609208
3.033788,10,488.184064
3.441972,10,488.700681
2.971427,10,489.279205
2.672427,10,489.915745
2.828853,10,490.550874
2.6571,10,491.1115
3.642947,10,491.693876
2.669522,10,492.301193
2.886826,10,492.893194
3.394893,10,493.489165
2.856133,10,494.133283
3.476034,10,494.776725
2.235457,10,495.395333
2.662633,10,495.989107
2.478102,10,496.667663
3.348727,10,497.33501
2.303719,10,497.988001
3.213874,10,498.646618
3.219551,10,499.274703
3.487761,10,499.867289
3.349517,10,500.489228
3.169136,10,501.132676
2.868783,10,501.760732
2.680797,10,502.399295
3.12497,10,502.999493
3.949631,10,503.600454
3.691976,10,504.241295
2.176654,10,504.917625
2.870758,10,505.485139
2.54837,10,506.035074
2.197174,10,506.630656
3.821984,10,507.272202
2.915565,10,507.829427
3.380353,10,508.425691
2.171596,10,509.065618
2.387254,10,509.711883
2.866433,10,510.35923
2.707413,10,510.979987
2.486821,10,511.611909
2.575141,10,512.221599
2.318706,10,512.802783
2.799303,10,513.477217
2.227724,10,514.100321
3.411306,10,514.735782
3.318084,10,515.414147
3.080908,10,516.035747
3.356688,10,516.683338
2.543675,10,517.387251
4.161291,10,517.945927
2.533283,10,518.55947
2.746781,10,519.178288
2.346226,10,519.848789
3.407474,10,520.496561
3.984841,10,521.095617
2.849522,10,521.770577
1.844036,10,522.422858
3.900657,10,523.06228
2.528696,10,523.610965
2.097934,10,524.201098
2.57109,10,524.835521
3.573727,10,525.484369
1.617047,10,526.128204
3.108802,10,526.780688
2.641802,10,527.491775
2.547563,10,528.102606
2.609459,10,528.829488
2.428035,10,529.499638
2.419428,10,530.216469
3.630966,10,530.88102
3.34709,10,531.494026
2.874515,10,532.080015
3.383819,10,532.668723
4.0117,10,533.217902
2.377852,10,533.805031
3.368605,10,534.401673
2.044333,10,535.002319
2.096533,10,535.613773
2.700655,10,536.263538
3.36325,10,536.852764
2.667528,10,537.472313
2.822719,10,538.030882
2.957838,10,538.649558
2.378642,10,539.248741
3.211641,10,539.854152
2.261998,10,540.480963
3.408282,10,541.002084
2.926549,10,541.58108
4.18819,10,542.183512
2.924618,10,542.881501
2.465075,10,543.489681
3.383675,10,544.098253
2.780706,10,544.739838
2.695365,10,545.318059
3.706071,10,545.868397
2.552841,10,546.465335
2.447229,10,547.091036
2.17476,10,547.699622
2.848547,10,548.271052
3.242123,10,548.868714
3.705087,10,549.485146
2.883214,10,550.097627
3.393208,10,550.696122
2.194758,10,551.322883
3.216514,10,551.941772
2.914742,10,552.533793
2.576391,10,553.146914
3.712471,10,553.743921
3.304724,10,554.364691
3.179454,10,554.979464
3.487648,10,555.567347
3.716748,10,556.180785
3.337329,10,556.799709
3.506878,10,557.306038
2.295332,10,557.90592
3.241343,10,558.472028
3.098836,10,559.096882
3.035867,10,559.702249
2.635128,10,560.297853
3.09633,10,560.879075
2.416355,10,561.460625
3.732224,10,561.996106
3.7204,10,562.568669
3.529591,10,563.144117
3.027317,10,563.789204
2.647499,10,564.385022
3.706313,10,564.984066
2.744484,10,565.5863
2.932195,10,566.191611
3.179436,10,566.63657
3.202864,10,567.209258
2.548358,10,567.841786
3.204132,10,568.435645
3.198085,10,569.056526
3.1228,10,569.636598
4.735533,10,570.2529
2.897213,10,570.85298
3.712555,10,571.319063
3.709657,10,571.918417
2.4054,10,572.501006
4.035733,10,573.099269
2.449815,10,573.689321
2.915137,10,574.252052
2.622863,10,574.768568
2.71263,10,575.020778
3.176566,10,575.246454
2.899025,10,575.47279
3.674095,10,575.924083
3.676984,10,576.203335
2.875903,10,576.428086
3.534083,10,576.650645
2.898718,10,577.272271
2.67847,10,577.660512
2.839593,10,578.110703
3.964815,10,578.688117
2.186023,10,578.928718
2.926564,10,579.182104
2.832449,10,579.572797
2.500229,10,580.105904
2.922189,10,580.816571
2.924284,10,581.149471
3.235092,10,582.072458
2.546768,10,582.586122
2.643273,10,583.003012
2.659709,10,583.846611
2.862443,10,584.571147
4.009585,10,585.250053
3.230368,10,585.941936
3.417752,10,586.638862
2.044517,10,587.40892
3.057888,10,588.189465
2.341815,10,589.03849
3.376328,10,589.628943
2.619039,10,590.33954
3.190982,10,590.99188
3.230358,10,591.652235
2.352965,10,592.376571
3.22361,10,593.091716
2.592576,10,593.696223
4.726526,10,594.297038
3.204616,10,595.017791
3.088421,10,595.673182
2.341349,10,596.36198
3.482386,10,597.031202
3.739925,10,597.737362
3.359546,10,598.318877
2.871354,10,598.994889
3.081878,10,599.761231
2.85201,10,600.568452
4.740628,10,601.216749
2.831023,10,601.850163
2.439303,10,602.582713
2.538227,10,603.050734
2.032119,10,603.406079
2.724366,10,603.867605
3.459713,10,604.253161
1.912185,10,604.711332
3.015918,10,605.153759
2.449457,10,605.598601
2.408585,10,605.86701
2.339762,10,606.281399
2.73221,10,606.72104
2.636057,10,607.19174
2.824672,10,607.68136
2.67646,10,608.139075
3.13221,10,608.394553
3.300163,10,608.610999
2.254307,10,608.831166
2.61889,10,609.069663
2.255184,10,609.371885
2.365319,10,609.70205
2.262145,10,610.058818
2.441906,10,610.493848
2.001083,10,610.774436
1.930816,10,611.151608
2.868874,10,611.797469
2.37124,10,612.235707
2.49519,10,612.646452
2.062472,10,613.126273
1.959725,10,613.690704
1.989141,10,614.05837
2.512592,10,614.466719
2.881821,10,614.809594
2.316036,10,615.336123
2.512378,10,615.982106
2.500277,10,616.520484
2.278817,10,617.177325
2.316252,10,617.807973
2.851623,10,618.434182
2.504672,10,619.070328
2.625061,10,619.701402
2.499635,10,620.307734
2.546745,10,620.691436
2.153491,10,621.082705
2.270887,10,621.705915
2.183047,10,622.348474
2.052514,10,623.002604
2.263679,10,623.57013
2.31501,10,624.219031
2.290304,10,624.818894
2.302771,10,625.429656
2.943228,10,626.049143
2.387798,10,626.686311
2.338317,10,627.311202
2.212383,10,627.982346
2.232491,10,628.69422
2.361548,10,629.316757
2.445974,10,629.937181
3.017705,10,630.587674
2.65612,10,631.156779
2.732579,10,631.680358
2.404698,10,632.266769
2.333469,10,632.962473
2.595591,10,633.692194
2.257381,10,634.263012
2.50757,10,634.790156
3.14122,10,635.373277
2.345086,10,635.89958
2.904311,10,636.475652
2.369587,10,637.073217
2.641286,10,637.703787
3.215238,10,638.19087
3.043012,10,638.763468
2.654672,10,639.34276
2.538009,10,639.957139
2.126078,10,640.555244
2.471296,10,641.148382
2.852203,10,641.745383
2.223222,10,642.3483
2.451084,10,642.858781
2.864346,10,643.539773
2.635923,10,644.084722
2.555602,10,644.769343
2.466379,10,645.347817
2.321406,10,645.931209
3.173671,10,646.519815
3.647777,10,647.110491
2.688253,10,647.635501
2.857882,10,648.212707
2.379928,10,648.802804
2.640592,10,649.41218
2.416976,10,650.032633
2.855138,10,650.621026
3.315807,10,651.214133
2.667369,10,651.84141
2.310455,10,652.407636
3.051184,10,652.99665
2.683827,10,653.57763
2.939308,10,654.188204
2.959381,10,654.776583
2.179045,10,655.359889
2.28151,10,655.957126
3.275105,10,656.561078
2.312388,10,657.089574
2.81176,10,657.696062
3.142988,10,658.286677
2.815597,10,658.889642
3.078546,10,659.490771
2.811107,10,660.082129
3.239464,10,660.665291
2.345015,10,661.264863
3.287811,10,661.833088
2.698734,10,662.474332
2.199911,10,663.078904
2.721092,10,663.882327
2.335887,10,664.584177
3.474695,10,665.231617
3.525043,10,665.827914
2.869856,10,666.550626
2.653386,10,667.210243
2.69093,10,667.83507
1.955435,10,668.468326
2.521795,10,669.136343
2.851664,10,669.824118
3.150972,10,670.430106
2.409343,10,671.07546
2.835291,10,671.779726
2.201888,10,672.410617
2.912301,10,673.064509
2.414866,10,673.799128
3.004975,10,674.582594
2.942253,10,675.317191
2.698947,10,676.075638
3.499188,10,676.740485
2.468419,10,677.398724
2.991951,10,678.204246
2.714966,10,678.938511
3.267115,10,679.602461
2.387312,10,680.341075
2.924683,10,680.957151
2.693137,10,681.546422
3.088637,10,682.150202
2.922723,10,682.828677
2.830796,10,683.607178
3.352656,10,684.223483
2.667788,10,684.93075
2.742196,10,685.681834
2.874339,10,686.392918
2.804913,10,687.1184
2.693681,10,687.776488
2.406914,10,688.446604
3.00424,10,689.149389
3.190932,10,689.996708
2.089717,10,690.694572
3.19069,10,691.436189
3.007796,10,692.119388
3.138765,10,692.798485
2.591748,10,693.485544
2.66725,10,694.310891
3.006521,10,694.999635
2.911651,10,695.627632
3.999903,10,696.27629
2.651223,10,696.967329
2.863739,10,697.682261
2.957176,10,698.405686
3.303908,10,699.044244
2.509032,10,699.761531
2.71459,10,700.402815
2.93764,10,701.06561
2.351486,10,701.768267
2.508522,10,702.518896
3.164813,10,703.200179
2.700174,10,703.886237
2.324138,10,704.511694
3.096576,10,705.228765
2.661126,10,706.080065
3.014145,10,706.830404
3.091094,10,707.599305
2.793055,10,708.340134
3.030348,10,709.021617
2.528209,10,709.676831
3.904144,10,710.336332
2.821423,10,710.977341
2.185013,10,711.552459
4.022598,10,712.17632
3.529914,10,712.837186
2.433056,10,713.565063
3.954807,10,714.301602
3.069283,10,714.999479
2.200426,10,715.626954
2.407701,10,716.292407
3.982924,10,716.931648
2.500082,10,717.483424
3.448569,10,718.056238
2.873355,10,718.694537
2.844328,10,719.332917
3.882391,10,720.017025
3.304988,10,720.671235
3.465896,10,721.309224
2.681668,10,721.881238
1.95262,10,722.277414
2.988269,10,722.536704
2.732887,10,722.80365
2.223373,10,723.045328
3.209613,10,723.346726
2.981941,10,723.583529
1.819854,10,723.855352
2.87501,10,724.083077
2.655044,10,724.338706
3.907157,10,724.593874
2.72317,10,724.845174
3.117045,10,725.08781
2.723325,10,725.342173
2.560915,10,725.579304
2.825895,10,725.836677
3.127108,10,726.086514
2.501452,10,726.350924
3.378471,10,726.590436
2.835125,10,726.839467
2.779651,10,727.093497
3.043424,10,727.364924
3.400652,10,727.60114
2.870611,10,727.892047
2.749693,10,728.139367
2.876501,10,728.418757
2.514776,10,728.666649
2.931399,10,728.956628
3.269066,10,729.27517
3.024288,10,729.528203
3.833787,10,729.773171
3.449429,10,730.022357
2.481552,10,730.276597
2.814874,10,730.532094
3.358957,10,730.78473
3.17003,10,731.031918
3.162612,10,731.28188
3.381465,10,731.547799
3.321651,10,731.792491
3.007449,10,732.047624
2.472417,10,732.283206
3.058525,10,732.527915
4.501062,10,732.765195
2.520578,10,733.040978
3.245309,10,733.298312
2.564171,10,733.550683
3.094057,10,733.876548
2.282693,10,734.156946
3.248465,10,734.400959
3.587297,10,734.638154
2.736172,10,734.906314
3.250199,10,735.193246
3.514591,10,735.429944
2.861154,10,735.703546
3.080268,10,735.94574
2.711558,10,736.217535
3.041852,10,736.467277
2.77514,10,736.726027
3.198191,10,736.986054
3.092499,10,737.302661
3.242736,10,737.578065
3.181545,10,737.834734
3.315257,10,738.11706
3.710025,10,738.370357
3.390177,10,738.658371
2.076279,10,738.911422
3.044358,10,739.16423
3.567872,10,739.420296
3.645846,10,739.673262
2.787175,10,739.957854
3.259479,10,740.243854
2.919712,10,740.563369
2.889687,10,740.860262
2.899899,10,741.100854
3.145322,10,741.337661
3.45076,10,741.593495
3.32407,10,741.863083
2.633231,10,742.115423
2.754934,10,742.351769
3.203684,10,742.615682
3.162591,10,742.860469
2.734323,10,743.112812
2.473084,10,743.348897
2.780819,10,743.604753
3.208577,10,743.859307
3.553919,10,744.109823
3.834764,10,744.347151
3.341079,10,744.620164
2.403176,10,744.866493
2.408196,10,745.106092
2.497295,10,745.439018
3.050556,10,745.811991
2.8554,10,746.224093
2.168826,10,746.636353
3.298197,10,747.025846
2.897438,10,747.455368
2.088326,10,747.901893
2.925686,10,748.344984
3.032521,10,748.734347
2.769175,10,749.031865
2.513445,10,749.317283
2.718657,10,749.68002
2.96039,10,750.05275
2.895722,10,750.473665
2.898282,10,750.817732
2.292478,10,751.171203
2.853035,10,751.470497
2.557098,10,751.804395
3.331712,10,752.171669
3.364845,10,752.450049
2.547841,10,752.864628
2.499253,10,753.266591
2.554305,10,753.553749
2.302004,10,753.850162
3.051113,10,754.163334
2.719276,10,754.494482
3.224727,10,754.830492
3.649033,10,755.091951
3.104811,10,755.360398
2.76113,10,755.707685
3.393221,10,755.996764
3.359743,10,756.329517
4.14475,10,756.704536
3.325505,10,757.049495
3.272129,10,757.515235
3.128762,10,757.833421
3.967878,10,758.159029
2.802839,10,758.570888
2.546427,10,758.974751
3.689489,10,759.328056
3.69313,10,759.654034
2.568735,10,760.018152
2.91717,10,760.373926
4.171664,10,760.729085
3.668268,10,761.004486
4.142394,10,761.363743
2.29178,10,761.769555
3.18677,10,762.105955
2.597171,10,762.476577
4.470749,10,762.837371
2.778996,10,763.128207
3.236968,10,763.432189
2.783468,10,763.767047
3.220413,10,764.141551
2.713032,10,764.503479
2.279747,10,764.871192
3.01106,10,765.219671
2.727403,10,765.588286
3.342222,10,765.918798
3.041153,10,766.252972
3.426203,10,766.605987
1.936885,10,766.96638
3.824151,10,767.252432
2.118395,10,767.597754
2.883054,10,767.892594
3.479814,10,768.230668
3.062745,10,768.554304
3.026246,10,768.958782
2.617117,10,769.345438
3.032147,10,769.712656
3.313191,10,770.055148
3.06493,10,770.417986
3.009142,10,770.791748
2.558894,10,771.180147
2.99572,10,771.514974
3.199002,10,771.949362
2.713086,10,772.296673
2.409936,10,772.732137
2.709411,10,773.091281
2.966077,10,773.435989
2.881501,10,773.781075
3.052352,10,774.169996
2.669563,10,774.586509
2.54793,10,774.999469
2.958114,10,775.381937
4.07841,10,775.666816
3.089545,10,776.098715
3.082805,10,776.441134
2.35735,10,776.791825
4.049238,10,777.163609
2.923207,10,777.583926
3.168397,10,778.065838
4.472186,10,778.499882
2.855452,10,778.935719
4.764827,10,779.315192
2.955173,10,779.693319
3.072904,10,779.984082
3.455529,10,780.336132
3.961159,10,780.767449
3.854103,10,781.251142
3.030765,10,781.632223
2.816396,10,782.049507
3.222368,10,782.447839
3.260544,10,782.90987
3.047292,10,783.301251
3.363,10,783.693308
3.658401,10,784.124998
3.186089,10,784.424474
2.557608,10,784.712716
3.459689,10,785.035619
3.583394,10,785.402586
3.390855,10,785.847719
3.244061,10,786.243001
3.879829,10,786.742583
2.364164,10,787.119714
3.019398,10,787.435467
2.653089,10,787.898113
3.307195,10,788.33426
2.900365,10,788.758453
2.679263,10,789.176938
2.69517,10,789.64681
2.579088,10,790.135837
2.49455,10,790.477483
2.865988,10,790.763742
3.860631,10,791.17431
3.036985,10,791.530642
2.970621,10,791.853935
3.340733,10,792.147862
2.728162,10,792.476141
3.633162,10,792.94839
3.469932,10,793.361301
2.031929,10,793.667224
3.086726,10,794.045452
3.557991,10,794.43739
3.072809,10,794.932844
3.384746,10,795.382128
3.059049,10,795.815834
3.383647,10,796.164336
2.87229,10,796.423379
2.519115,10,796.744344
2.42866,10,797.132841
2.851758,10,797.5238
3.860688,10,797.877616
3.630688,10,798.345284
4.07752,10,798.762468
3.136184,10,799.145896
3.656153,10,799.543156
3.334871,10,799.961652
3.38166,10,800.371875
3.077813,10,800.786797
2.515463,10,801.193595
2.800137,10,801.563287
3.594782,10,801.978378
3.392611,10,802.403884
3.390969,10,802.80297
2.739789,10,803.186598
3.504275,10,803.569948
2.166085,10,803.901473
2.610285,10,804.273519
3.726088,10,804.675771
3.849296,10,805.064085
2.471303,10,805.464655
3.147135,10,805.865087
3.543788,10,806.232187
3.280471,10,806.57893
2.86215,10,806.936718
3.653556,10,807.32699
2.616772,10,807.700346
2.878629,10,808.080356
3.864574,10,808.509692
2.231732,10,808.887057
3.282705,10,809.23915
3.163911,10,809.656009
2.662621,10,809.977845
4.287259,10,810.361693
3.578535,10,810.792496
2.076706,10,811.252189
3.407615,10,811.616376
2.797524,10,812.085765
2.506358,10,812.539018
3.329425,10,812.998605
2.889039,10,813.44432
2.80541,10,813.864791
3.945107,10,814.24486
2.649641,10,814.661031
2.052002,10,815.011549
3.116711,10,815.388484
3.512409,10,815.773536
2.763024,10,816.148875
2.98338,10,816.488983
2.244842,10,816.835894
3.004278,10,817.218612
2.763226,10,817.608535
2.268637,10,818.002257
3.216709,10,818.403934
2.787577,10,818.821977
2.890575,10,819.230736
2.312091,10,819.711619
4.191712,10,820.055878
3.4915,10,820.478881
2.460101,10,820.900207
2.837641,10,821.357495
3.060575,10,821.701596
4.164834,10,822.101574
2.921867,10,822.468743
2.574223,10,822.740064
3.691851,10,823.043219
2.328313,10,823.474079
2.775648,10,823.913099
2.61599,10,824.358733
3.048775,10,824.736863
3.275666,10,825.158201
3.092484,10,825.577041
3.597361,10,825.961939
3.330703,10,826.204716
2.650159,10,826.532336
2.778271,10,826.894513
2.861454,10,827.306821
2.536132,10,827.661268
3.734405,10,828.09696
3.072832,10,828.490644
2.471964,10,828.803696
3.074094,10,829.180476
3.369344,10,829.560192
3.534949,10,829.870579
4.161875,10,830.269469
2.795756,10,830.672731
3.339458,10,831.106423
2.240393,10,831.507979
2.580005,10,831.94319
3.096347,10,832.380426
3.07486,10,832.745368
2.76293,10,833.112228
3.542361,10,833.433156
3.256081,10,833.779748
3.354781,10,834.215464
2.483407,10,834.619451
4.654636,10,835.045696
3.044029,10,835.501747
3.091162,10,835.919844
3.314884,10,836.277613
3.027496,10,836.593929
3.604725,10,836.911964
2.596314,10,837.220421
3.074183,10,837.576376
2.468282,10,837.948564
3.006056,10,838.331981
2.877202,10,838.728193
2.425629,10,839.136425
2.83955,10,839.481285
3.187641,10,839.767163
3.298238,10,840.060387
3.170272,10,840.397904
2.894288,10,840.688805
3.81453,10,840.977321
3.580504,10,841.276723
3.032809,10,841.627139
2.760765,10,841.990266
3.870859,10,842.294394
2.657836,10,842.633749
3.879679,10,842.950008
3.566428,10,843.256174
3.880209,10,843.629375
4.053553,10,843.94972
3.208097,10,844.359835
3.236586,10,844.740548
2.653038,10,845.092928
2.778125,10,845.478758
3.026363,10,845.89581
2.617937,10,846.265191
3.675124,10,846.59146
3.030973,10,847.016535
2.271953,10,847.271353
3.15735,10,847.557465
2.00586,10,847.978213
3.160948,10,848.36466
3.380708,10,848.732394
3.347413,10,849.089001
3.005376,10,849.475639
2.559729,10,849.893134
3.193549,10,850.225317
3.235097,10,850.535081
3.085959,10,850.856326
2.565501,10,851.238758
3.326071,10,851.49896
3.071659,10,851.72607
3.151533,10,851.971343
3.885557,10,852.193471
3.700342,10,852.451165
2.816574,10,852.685187
3.539159,10,852.959964
3.407183,10,853.256477
2.41189,10,853.540073
3.402556,10,853.777382
3.730529,10,854.017789
3.058506,10,854.255766
2.35533,10,854.503956
2.821005,10,854.761488
3.182132,10,855.096368
3.378012,10,855.535767
4.052421,10,856.050717
3.246862,10,856.552898
2.703435,10,857.01828
3.058815,10,857.498163
3.081888,10,858.0411
2.969687,10,858.412519
2.86397,10,858.680026
3.544408,10,858.966813
3.075503,10,859.219302
2.881878,10,859.448221
2.24888,10,859.684279
2.876617,10,859.921227
2.707474,10,860.149602
2.905106,10,860.434218
2.716323,10,860.668498
2.916998,10,860.907948
2.023097,10,861.150239
2.822399,10,861.640171
3.235555,10,862.109187
2.921766,10,862.588448
3.130094,10,863.020437
2.69311,10,863.508543
3.156553,10,863.906708
3.904166,10,864.304602
3.039058,10,864.551234
3.227106,10,864.793719
2.224619,10,865.033326
3.475432,10,865.30356
2.989952,10,865.641895
2.51877,10,865.98801
2.85588,10,866.284736
2.768435,10,866.608293
2.485616,10,866.898191
2.514294,10,867.171288
2.556277,10,867.428332
2.72209,10,867.759891
2.981324,10,868.046497
3.246242,10,868.435038
2.839287,10,868.915968
3.562496,10,869.407831
3.104063,10,869.935591
2.698187,10,870.388212
2.706409,10,870.694553
3.036295,10,870.98348
2.766296,10,871.2677
3.547095,10,871.570829
3.351841,10,871.852278
3.387604,10,872.141105
3.610128,10,872.602766
2.851426,10,873.139252
3.413849,10,873.571068
2.964584,10,874.025172
3.174302,10,874.29458
2.586758,10,874.618869
3.547244,10,875.020595
2.559694,10,875.452157
3.217793,10,875.856365
3.120509,10,876.26425
3.527703,10,876.710329
3.280045,10,877.108528
1.894318,10,877.541815
3.571933,10,877.875291
4.261398,10,878.195592
2.543671,10,878.530084
3.190727,10,878.948157
2.773954,10,879.396315
3.576323,10,879.760792
2.848677,10,880.235438
2.708156,10,880.636235
2.80744,10,880.968148
2.366145,10,881.31316
2.538477,10,881.764179
2.846489,10,882.206675
3.404562,10,882.569454
2.17668,10,882.928877
3.357199,10,883.311149
2.485023,10,883.60146
2.434844,10,883.938191
2.488062,10,884.325678
2.238265,10,884.891531
2.993549,10,885.404474
2.731946,10,885.920695
3.259774,10,886.411808
3.012924,10,886.789804
2.030869,10,887.217564
3.351759,10,887.588567
3.047339,10,887.937394
2.531551,10,888.348653
3.259248,10,888.850208
2.723663,10,889.361775
